date,GOOG_70rsi,GOOG_14rsi,GOOG,GOOG_ao,GOOG_ah,GOOG_al,GOOG_vol,GOOG_100ema,GOOG_25ema,GOOG_5ema,QQQ_70rsi,QQQ_14rsi,QQQ,QQQ_ao,QQQ_ah,QQQ_al,QQQ_vol,QQQ_100ema,QQQ_25ema,QQQ_5ema,^TNX_70rsi,^TNX_14rsi,^TNX,^TNX_ao,^TNX_ah,^TNX_al,^TNX_vol,^TNX_100ema,^TNX_25ema,^TNX_5ema,^VIX_70rsi,^VIX_14rsi,^VIX,^VIX_ao,^VIX_ah,^VIX_al,^VIX_vol,^VIX_100ema,^VIX_25ema,^VIX_5ema
2001-10-12,,,,,,,,,,,-0.10372415953858166,0.1789897472270617,-0.004322123605569573,-0.009551374819102731,0.00723589001447178,-0.0408104196816208,-0.04158727296656931,0.06868335273529969,-0.09028041889165495,-0.026307008878042937,-0.11489622556238785,-0.01964165408039122,0.3178504081570269,0.0008585533376261889,0.008585533376261001,-0.004078128353724009,0,0.050519269330285166,-0.009838181744964758,-0.006886737080247007,0.09808021673799786,0.1411521771640018,0.6022033724776241,-0.07910405443719892,0.03657499291182309,-0.08505812305075133,0,-0.22093493065635117,-0.03645014745517294,-0.04685049791923357
2001-10-15,,,,,,,,,,,-0.10556087201107005,0.16250474148419555,-0.004340885449037934,-0.008139534883720989,0.0043604651162791885,-0.021511627906976694,-0.29704748020648675,0.07067405580791708,-0.08004867694693385,-0.010975225249318044,-0.1292852769719927,-0.1035035444359123,0.3040544653003632,0.0078125,0.011935763888889062,-0.0017361111111111605,0,0.06033777186374545,6.62817506515978e-05,0.0038774519483941727,0.09848249001612032,0.1427175836994067,0.6037510976273297,0.040781648258283676,0.0464457660719344,-0.0019824412347776432,0,-0.2162103269509923,-0.03143221695616594,-0.031681477932086755
2001-10-16,,,,,,,,,,,-0.09704467919467091,0.2070869967090708,0.016279474719996315,-0.008295194508008974,0.004004576659038861,-0.025457665903890092,0.021997075985595135,0.05130388176525136,-0.0876212143265761,-0.012282598340320527,-0.1401298935712842,-0.1625022598092967,0.2935046266452675,0.006784854453928624,0.006784854453928624,-0.0017509301816590606,0,0.06745699853510545,0.006893411467194799,0.008242234137122217,0.06909484807827454,0.020971372643744955,0.5097267947827114,0.05869829683698291,0.07420924574209242,-0.0009124087591241281,0,-0.15405184707821018,0.03944960714518886,0.0235900185652842
2001-10-17,,,,,,,,,,,-0.1276017626313873,-0.03967032809190698,-0.07179803831556353,0.10539291217257296,0.10939907550077033,-0.0046224961479200966,0.8744502290297376,0.1282214596760347,-0.01627315167679544,0.04266804257200718,-0.14235280069430728,-0.17450331343576309,0.2913405571775556,0.0035080026310019274,0.00855075641306735,-0.005042753782065312,0,0.06739588852944967,0.007215628044308531,0.006363450270218118,0.09142028635932434,0.11309955586688773,0.5948516780165221,-0.07525655644241735,0.0002850627137971351,-0.07525655644241735,0,-0.2017382979772544,-0.02154053027926517,-0.02205385658778558
2001-10-18,,,,,,,,,,,-0.11418972059896419,0.03483047214318433,0.027121347743254514,-0.01890189018901889,0.006300630063006185,-0.027902790279027978,-0.3502959852863556,0.09484771827806271,-0.039132221385033805,0.008012985959412022,-0.14235280069430728,-0.1745033134357628,0.2913405571775556,0.0,0.002631001973251612,-0.00263100197325139,0,0.0654919100319642,0.00604100811894881,0.0031006753112885477,0.0898534188635847,0.10647367600870368,0.5898215712799789,0.013447782546494924,0.018884120171673624,-0.0028612303290415086,0,-0.19362711034858526,-0.015161563924019128,-0.007287323122402101
2001-10-19,,,,,,,,,,,-0.11083997157760621,0.05309172395168076,0.006598757561782738,-0.022056631892697243,0.005961251862891315,-0.046199701937406745,-0.2275901690822804,0.08453955726341489,-0.04213359724466914,-0.0005701572674214894,-0.12772549346090514,-0.08647929822581886,0.30189039583265126,-0.011086956521738967,0.0,-0.015217391304347738,0,0.05480748976430405,-0.0029113679491299393,-0.004250978776014769,0.07969268000844537,0.06246436813029632,0.55731934313616,0.019055995309293472,0.0395778364116095,-0.006449721489299343,0,-0.1692352229770615,0.009192198829018894,0.009720433334583944
2001-10-22,,,,,,,,,,,-0.0971469045902647,0.12596593493749794,0.02682499578911916,-0.03134978229317864,0.0014513788098693414,-0.035703918722786776,-0.01716979724011323,0.05370391967319654,-0.060856740289137234,-0.01771301223407229,-0.12622500164680717,-0.07755923058060318,0.3029724305665073,-0.0026064291920070426,0.0017376194613378804,-0.0026064291920070426,0,0.05222818722239553,-0.0035053428850871926,-0.003454651014366261,0.05754447939784455,-0.02957696315432855,0.48535012367484737,0.06883720930232551,0.07472868217054263,-0.002480620155038693,0,-0.11779653446628113,0.05866643945064354,0.04050699878761166
2001-10-23,,,,,,,,,,,-0.09440900887046752,0.14022123655291552,0.005226155052441931,0.005775339301183902,0.022235056309558132,-0.018192318798729512,0.396869956408496,0.04598565613156458,-0.05924836195419081,-0.015695032514707274,-0.11456532751776521,-0.00845723876900223,0.31135819975389106,0.0008629989212514122,0.0034519956850054268,-0.0025889967637539035,0,0.043727427656462536,-0.00956942825288909,-0.00602667730077644,0.05459462988582189,-0.04159488535359358,0.4756768414891871,0.007500000000000062,0.014375000000000027,-0.021874999999999978,0,-0.10760413314060135,0.05920664107541995,0.031033767772511878
2001-10-24,,,,,,,,,,,-0.08298771771745266,0.19884074724070502,0.021657539343224428,0.00847936687394002,0.00847936687394002,-0.02996042962125489,-0.15179602682082424,0.0224000975097014,-0.0712604554650964,-0.020187228029998505,-0.12960488728022782,-0.10961943548934044,0.2975622568972273,0.00850785340314153,0.010253054101221792,-0.0008726003490400203,0,0.05361972940834292,0.0010837851247855745,0.0036082644764814376,0.04220798028417079,-0.09243206047069123,0.43504905630941376,0.025525040387722076,0.02875605815831994,-0.004846526655896577,0,-0.0749155506519309,0.08408865822543388,0.03726236323683696
2001-10-25,,,,,,,,,,,-0.06170582530922985,0.2966209903587344,0.04013518952728386,-0.056793478260869446,0.0005434782608697564,-0.06983695652173916,0.2639246587929824,-0.017355678596034152,-0.09630044238948621,-0.03389646073862462,-0.14321084728599287,-0.19148602514737903,0.2848483487744197,0.0077143486885606904,0.0077143486885606904,-0.004187789288075838,0,0.06259669636137666,0.0100669515748526,0.00906919097008596,0.02487845842109337,-0.1604843493448618,0.37739629448287837,0.09979633401221988,0.11744738628649021,-0.00033944331296675845,0,-0.02686570085698703,0.12240381656944566,0.05039526645495718
2001-10-26,,,,,,,,,,,-0.07199862518708627,0.20826644317927276,-0.02146766337229663,0.01360733129686209,0.02915856706470432,0.0,-0.1912327405211249,0.003368511551766762,-0.06798049955520669,-0.005014162556373547,-0.14781150040292176,-0.21785099816460446,0.28052020983899584,0.0017695200176952586,0.010395930103959339,-0.0017695200176951476,0,0.06443180226537115,0.012145417010381854,0.007543522539890546,0.012951848708687805,-0.20527742612431354,0.3371554405905315,0.056298381421534094,0.056298381421534094,-0.010907811400422296,0,0.009202246802884728,0.144876674657201,0.04910099355970532
2001-10-29,,,,,,,,,,,-0.09705537780276345,0.02136897656512133,-0.05470535064152455,0.057579318448883754,0.062279670975323054,0.0,0.03897060445635123,0.05912471209256598,-0.011398181843645494,0.03443580690466552,-0.16319630015702358,-0.3007297688956064,0.2659127409319401,0.005148869487351826,0.006939780613387292,-0.000895455563017622,0,0.07515328190300141,0.021878210344955518,0.011598483666954262,0.04775857629236228,-0.023237816403354827,0.46174731514183626,-0.0382427307206068,0.0009481668773705376,-0.042035398230088505,0,-0.09066821681593218,0.023858792113830685,-0.03941857748006283
2001-10-30,,,,,,,,,,,-0.10526709499956127,-0.0326238683774838,-0.019390011487917753,0.02127022168963455,0.02127022168963455,-0.016177351707609255,0.06324410781621265,0.07732584057896941,0.008848659067296039,0.03470034005901956,-0.17852025686799025,-0.3735412549200507,0.2510347633414205,0.010652765185856783,0.013145965548504002,0.0,0,0.08616194166060742,0.031169156297598866,0.013584236012941897,0.06663163954158932,0.0629129252308239,0.5321688094534434,-0.006575014943215773,0.039151225343694085,-0.01374775851763299,0,-0.13623606165983582,-0.03022818614065781,-0.05890601496304548
2001-10-31,,,,,,,,,,,-0.0972911330443074,0.011702809088413915,0.015578338626560054,0.005309734513274433,0.031268436578171244,-0.006489675516224147,0.08818097161560486,0.058321070394164565,-0.004261545332966188,0.010345429588295207,-0.21788353696581098,-0.5195068024154736,0.21072896950528547,0.03589021815622817,0.042223786066150515,-0.0018766127140511513,0,0.12094192266087389,0.060985482316176176,0.028867373064604296,0.06766166137349316,0.06755826449717219,0.5360381223277075,-0.013110846245530494,0.0008939213349226094,-0.03843861740166865,0,-0.1347701494641198,-0.031179455774473674,-0.03720859294239898
2001-11-01,,,,,,,,,,,-0.07548786572617501,0.12386122972537279,0.042477504359103344,-0.025466893039049365,0.006225240520656428,-0.04414261460101887,-0.16234479347986516,0.013832428902756488,-0.039051564819798656,-0.022637012852688487,-0.22944777475910244,-0.554052787757864,0.19828557006594172,0.0,0.0045055726820013575,-0.02869338392221943,0,0.1297622084329153,0.06600226831194789,0.022890871635571353,0.052926651344521784,0.0007748573209715914,0.48767171139940596,0.05137728257505403,0.06994738471061579,-0.009594552770040288,0,-0.09814717035185805,0.005188251195172633,0.004485574433692463
2001-11-02,,,,,,,,,,,-0.07158843689922577,0.1427737237027746,0.007355574886148507,-0.008426966292134908,0.0070224719101124045,-0.019943820224719078,-0.30493474531718867,0.005161831373020176,-0.040288487891501634,-0.02043132072675946,-0.17981809570851426,-0.27681371283948125,0.233181190232797,-0.02024850437183623,0.0,-0.024620340543028085,0,0.09364584363934414,0.031083940546397626,-0.007016311779857398,0.03438879492378305,-0.07867354699591872,0.4257627054111799,0.05665906870726145,0.06382285900358187,-0.00814067079127323,0,-0.04903318789954225,0.05265354019448698,0.04164936934879271
2001-11-05,,,,,,,,,,,-0.054282691254140474,0.2233445451530895,0.032585368331491955,-0.013873775843307845,0.01088139281828071,-0.016322089227421066,-0.0382463240621818,-0.026925034870652564,-0.06251862050032819,-0.030488587106764165,-0.19263347207061698,-0.32693375874000624,0.21965575605959736,0.010707635009310934,0.014432029795158119,-0.0016294227188082822,0,0.10351998231590942,0.03907888399831427,0.0010149417070437483,0.03196956833198086,-0.08889706192854305,0.4176371483752252,0.020983606557376966,0.02327868852459014,-0.008852459016393421,0,-0.040569210477219064,0.05457596979885526,0.030658068526144167
2001-11-06,,,,,,,,,,,-0.03341083277765719,0.3095043685156395,0.03890214356867916,-0.04241948153967001,0.0002618486514793794,-0.04713275726630006,0.6007636910075391,-0.06274539003918811,-0.08716319595470512,-0.03816112257357174,-0.1994857185320845,-0.3530095554893799,0.2123520216060695,0.008198641368001969,0.008198641368001969,-0.0060904193019442054,0,0.10757224477750449,0.041454633080727055,0.0032039646564734348,0.012521539623074176,-0.16926174137361272,0.3518588295127351,0.06388888888888888,0.0829861111111112,-0.002777777777777879,0,0.01661738836522275,0.1068449589045255,0.05281727224855204
2001-11-07,,,,,,,,,,,-0.034090036188678424,0.3040497364609274,-0.001311019369349367,0.018353434714210914,0.018353434714210914,-0.01678028316727842,-0.1355297407315026,-0.06091932741209982,-0.0771010826490679,-0.018979114264183305,-0.21647630874345494,-0.41452933245678225,0.1939574311305178,0.007141156867412679,0.007141156867412679,-0.00452273268269443,0,0.12224846700338632,0.05309106887603687,0.012215552379201133,0.01617278898725175,-0.14809158790466057,0.36462756199780666,0.009612083762444268,0.01407483693786471,-0.03501544799176104,0,0.005896470142057186,0.08613942969575739,0.019572337112763183
2001-11-08,,,,,,,,,,,-0.039422826594042275,0.2600307826969556,-0.010223373298326888,0.02119205298013238,0.04370860927152309,-0.013245033112582738,0.1560870933207601,-0.05076359020601551,-0.060316300676408696,-0.0026700519259375,-0.17841549800511403,-0.22618640184078187,0.22154931684384524,-0.024633976295607707,0.0,-0.029049500348593993,0,0.09306517106740952,0.02539159512573419,-0.0068419145465576925,0.010315776052343325,-0.1730118426029196,0.3448940663390597,-0.0038434661076169885,0.009084556254367548,-0.041579315164220865,0,0.02412594643780963,0.095971649566579,0.018642714967493923
2001-11-09,,,,,,,,,,,-0.0396987753701211,0.2576851697241054,-0.0005299210806798837,-0.005035780545984525,0.00927643784786647,-0.0161675059634242,-0.2998132528335569,-0.049636320183904514,-0.053313967654420424,0.0014265071351977632,-0.17695048546920233,-0.21932989221850221,0.22263135157770134,-0.008126306013466533,0.0,-0.01509171116786634,0,0.0895738908920054,0.022009331455909553,-0.005633945401347096,-0.0031704460541354253,-0.22919433268154904,0.29923617442274303,0.05648688046647221,0.058673469387755084,-0.0036443148688046767,0,0.06730442740407327,0.12948635483244386,0.035607201580700076
2001-11-12,,,,,,,,,,,-0.0356250608220229,0.2772418775531875,0.007156229874039601,-0.03157894736842126,0.009210526315789558,-0.0447368421052633,0.5136086467823057,-0.055647552377396936,-0.05347904031864703,-0.0021429800579796376,-0.17435851175319483,-0.20661426516271333,0.22452491236194919,0.0,0.0,0.0,0,0.08541058554067948,0.018255922224044596,-0.004620688291399833,0.01834703674351232,-0.0990419813090331,0.37314005032118785,0.08824531516183987,0.08824531516183987,-0.01056218057921643,0,-0.0014189929569815574,0.04931273620656351,-0.023171883704594665
2001-11-13,,,,,,,,,,,-0.015297599785360489,0.36761360408203275,0.03578864090606259,-0.008384146341463339,0.0035569105691057867,-0.01854674796747957,-0.1632501418622395,-0.08673905519939717,-0.07702722390340899,-0.02291130888017312,-0.15446110961613854,-0.11041285360397467,0.2391323812690049,-0.007097069597069683,0.001831501831501825,-0.007097069597069683,0,0.06994706461602407,0.004664513467606435,-0.01013836084926134,-0.014004847854472188,-0.23122470380162669,0.26170383954238097,0.05591235360785807,0.05855685681904044,-0.004911220249338877,0,0.10549205336458467,0.14710724126827102,0.050956371963611025
2001-11-14,,,,,,,,,,,-0.011152848880961557,0.3846698927161952,0.007112563422989397,0.008577194752774853,0.015136226034308642,-0.022704339051462963,-0.10106881108442631,-0.09151392391351054,-0.07495305327118684,-0.017961600745377893,-0.10285664622389674,0.09995739308223733,0.2788971577382118,-0.022369878183831626,0.0,-0.022369878183831626,0,0.033926892966870126,-0.02608523512705241,-0.024728524717502864,-0.01298460022396,-0.2251754316705106,0.26518622112921864,-0.01091867469879515,0.01807228915662651,-0.011295180722891485,0,0.10022366607095856,0.12992142200170975,0.026705161879746697
2001-11-15,,,,,,,,,,,-0.013486776423447538,0.36206947864881245,-0.004034396437186034,-0.008105369807497542,0.015957446808510856,-0.013424518743667568,-0.02211843120580297,-0.08635286011423104,-0.06427262130666267,-0.007107207064187437,-0.03485804821337496,0.305323728148052,0.33651550731604246,-0.029187817258883197,0.0008460236886633776,-0.035109983079526064,0,-0.012710492366355575,-0.0644164595629626,-0.04123262844724551,-0.02405333768297453,-0.26819848973035687,0.22649309238657742,0.03012519561815341,0.03521126760563398,-0.0011737089201876438,0,0.14089822023894016,0.1579390515052459,0.038530286511062384
2001-11-16,,,,,,,,,,,-0.015110071103203922,0.3457865125527127,-0.00278828234364579,0.002794005588011128,0.007874015748031482,-0.011430022860045574,-0.2563397811358058,-0.08245215721239685,-0.05544127942822241,-0.000781596988168265,0.010751452024684624,0.41185047547479653,0.3789853706198894,-0.034595701125895495,0.0,-0.03705220061412484,0,-0.043747049159931106,-0.08666093867609115,-0.04204960537868607,-0.029463757248304034,-0.28903042759450953,0.20753345930268327,0.02752293577981657,0.03510171519744709,-0.0015955325089748174,0,0.16066914653359676,0.16178870203782125,0.034440060720976495
2001-11-19,,,,,,,,,,,0.0018433291220109993,0.42155609401662614,0.02844880793466247,-0.017288219313410846,0.0,-0.024697456162015352,0.05069402389209309,-0.10590918269810234,-0.07348631559623497,-0.01583912436010726,-0.025065528077366537,0.2431643064724085,0.34408975045303436,0.02460050462573582,0.02460050462573582,0.0,0,-0.017697118975461668,-0.056753060066501715,-0.006012858788499775,-0.03621166646250586,-0.31516646987937663,0.18393065076967213,0.03965658217497947,0.03965658217497947,0.0,0,0.18642250607614863,0.170754110929503,0.03005196606898597
2001-11-20,,,,,,,,,,,-0.025717784900543564,0.17654395558728025,-0.04618497997236591,0.03780424650440173,0.04168824443293628,-0.0036250647332988217,0.2911593714973392,-0.06175657766477738,-0.025281930922588458,0.02024144071257994,0.006229013032326236,0.3198269209242395,0.3746572316844655,-0.02485109878825209,0.0,-0.028958718422674057,0,-0.03985998348667341,-0.07185353636469183,-0.014185888282479464,-0.039985937627141366,-0.3299517198628251,0.1707749869971741,0.009535655058043213,0.014925373134328401,-0.02570480928689889,0,0.19956711649268755,0.16848559745220926,0.02478916633263406
2001-11-21,,,,,,,,,,,-0.02541164185622762,0.17817575764749363,0.0005179846009323087,0.008022774327122173,0.008022774327122173,-0.017080745341614967,-0.28662405530573576,-0.06140040171370442,-0.021876618104513135,0.011833855097565626,0.031965544386497555,0.37806474868908113,0.400896573980473,-0.02617801047120416,0.009867096254530638,-0.02617801047120416,0,-0.05761456035036738,-0.08208040825897511,-0.01770332097122984,-0.03913599053330998,-0.3236158039268557,0.17348350600915902,-0.013642000826788014,0.009508061182306848,-0.014468788755684248,0,0.1925958396474352,0.14699048372974866,0.009596225771881128
2001-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,
2001-11-23,,,,,,,,,,,-0.015573117799526841,0.23070237409185693,0.01656400086578562,0.0038187372708755607,0.0038187372708755607,-0.018075356415478527,-0.5625777397240626,-0.07553118434039718,-0.033083992292967435,-0.0033595044642958927,0.03847644182038976,0.3925019682701935,0.4076592910670727,-0.013223802845121146,0.004808655580044174,-0.014826688038469205,0,-0.0612508960912298,-0.07897471063142747,-0.012418561942301731,-0.0497162541851425,-0.36721178076748545,0.1371119649910762,0.029247311827957034,0.029677419354838808,-0.010752688172043001,0,0.2363599613205194,0.17243805080672114,0.028586862355399312
2001-11-26,,,,,,,,,,,-0.000808433522465748,0.3033758963621759,0.024695798290313018,-0.017888198757763818,0.0027329192546585723,-0.0308074534161491,1.7158754212198462,-0.09619027018663995,-0.05004809618539019,-0.017147404154899903,0.04161536053571112,0.39970522465381436,0.4109053952686407,-0.0007995202878273711,0.0,-0.021986807915250872,0,-0.062445149975561054,-0.07397030384573988,-0.008665890513085195,-0.043022908331046356,-0.3147844078411501,0.15800625451210243,0.018074821353509796,0.03993274485077758,-0.0016813787305590688,0,0.2046640460112803,0.12939162297473716,0.0007729560988827266
2001-11-27,,,,,,,,,,,-0.0015684881551366913,0.29656778982949816,-0.0012439207934136721,-0.003731343283582267,0.019154228855721378,-0.02487562189054715,0.33410329447790216,-0.09360614456851968,-0.0433861252050588,-0.010980224363690172,0.026599004671207495,0.3249791207949565,0.39656843504504913,0.018181818181818077,0.02565656565656571,-0.0040404040404041774,0,-0.051644405147158845,-0.05828737966445907,0.0032801953181100796,-0.0404056383414229,-0.29400333718199934,0.16613181154805712,-0.016666666666666607,0.023333333333333206,-0.043333333333333335,0,0.1909171134017471,0.10618283116583971,-0.006291469194312782
2001-11-28,,,,,,,,,,,-0.02339346073836225,0.11494013721358641,-0.036068025719097244,0.041806451612903084,0.041806451612903084,-0.0015483870967742952,0.05062821196397275,-0.059044898779639254,-0.005729397553769444,0.017520726821747212,0.025467094464057424,0.319254678214466,0.39548640031119303,-0.005863323898099404,0.002426202992317217,-0.02143145976546701,0,-0.050111201040557996,-0.05234460526960827,0.003514736404351959,-0.016982166275550697,-0.12131603795002263,0.23964875615907544,-0.05135135135135127,0.00038610038610054076,-0.06216216216216219,0,0.10235634429892038,0.020276435604471787,-0.04931837728046251
2001-11-29,,,,,,,,,,,-0.004950190669788839,0.21317358130259337,0.030965991950067134,-0.022778473091364382,0.0012515644555692873,-0.08035043804755948,-0.19947322538009554,-0.08601987581237724,-0.03147970968042724,-0.007036582697545035,-0.026268892758436663,0.08046607413143576,0.34408975045303436,0.02880571909167351,0.030487804878048586,0.0,0,-0.012328029564403487,-0.012937005828003945,0.02683763886176216,-0.02541736055231837,-0.16669876660564525,0.21178970346437379,0.038919777601270855,0.05083399523431309,-0.001588562351072298,0,0.1319966939870958,0.04289095059038628,-0.012768728660751294
2001-11-30,,,,,,,,,,,-0.00947716291155345,0.1779764618727704,-0.00750826786467031,0.002017654476670794,0.009836065573770592,-0.007313997477931822,-0.20639777080032815,-0.07783611897507536,-0.021430531791140073,0.0007886127965071044,-0.02940640210513777,0.06732610293800391,0.34084364625146635,0.005059021922428242,0.010118043844856706,-0.009274873524451888,0,-0.01007144031905638,-0.009112427408817458,0.01699128057990973,-0.04095531299045177,-0.24486831184823615,0.15994091094923452,0.050755033557047025,0.06124161073825496,-0.010067114093959662,0,0.19223776933531989,0.0908666297341183,0.02973217977671072
2001-12-03,,,,,,,,,,,-0.019734503342721723,0.10005411842218706,-0.017151098987238406,0.01616628175519641,0.01616628175519641,-0.002566076469078804,-0.06856537854721377,-0.060734476702020146,-0.003105813916291833,0.010507976282727816,-0.04012681233339393,0.021611359619070073,0.32975279022944276,0.006804167552626028,0.014671486285349866,0.0,0,-0.0018550258755166693,2.7785753667020074e-05,0.01401344105255009,-0.017257542163101932,-0.08674356855242393,0.2346186494225321,0.005820721769499437,0.023670935195964304,-0.009701202949165655,0,0.10140648610299241,0.007226248423194637,-0.027707739077180937
2001-12-04,,,,,,,,,,,0.008747732445290524,0.24680710495091332,0.04772828779081564,-0.036492774920401594,0.0002449179524859346,-0.058535390644134266,0.2540128915593688,-0.1015614754762374,-0.04278650003833262,-0.02290319193879209,-0.05434146043808681,-0.037918458193731935,0.3148748126389229,0.015275387263339102,0.01957831325301207,-0.005163511187607606,0,0.00929751921795674,0.011417033844285385,0.01405690466673759,-0.03673795701825853,-0.18443351486648268,0.16922726184746836,0.05523255813953498,0.06935215946843853,0.0,0,0.1753733789102696,0.0681473031268649,0.027188203618271123
2001-12-05,,,,,,,,,,,0.03834171915204791,0.36744886471737687,0.04947365215923031,-0.03780630105017513,0.007001166861143604,-0.040373395565927894,0.3891425876876119,-0.1408953593798381,-0.07849095792541017,-0.04113965982220269,0.013812122596089296,0.1945773776741116,0.38331350955531335,-0.04039991838400314,0.01917975923280979,-0.04039991838400314,0,-0.04219154117540003,-0.036456623219323636,-0.025991407112002207,-0.048736470354463816,-0.23939047889498524,0.1282125453802687,0.005647263249348278,0.005647263249348278,-0.019113814074717683,0,0.2249202642933541,0.10285309374030804,0.04333342941023899
2001-12-06,,,,,,,,,,,0.03920627977507209,0.3706740069164155,0.00140055283592169,0.007690515031461453,0.007690515031461453,-0.012817525052435164,-0.32978376087619526,-0.13914515601935595,-0.07111794606924882,-0.024833260905600008,0.039213820981859014,0.2659665172987218,0.4109053952686407,-0.006596042374575339,0.006596042374575228,-0.013791724965021013,0,-0.06067164202663278,-0.0500070232901918,-0.02807036157452436,-0.04018021465669392,-0.18348504214054898,0.15491080421269118,-0.008857022353437438,0.018135807676086024,-0.015183466891606878,0,0.1854858753562445,0.060319703457135665,0.005512901749217258
2001-12-07,,,,,,,,,,,0.020899473638622795,0.23712033449171685,-0.027497780950148525,0.0208483105679369,0.0208483105679369,-0.014138509465612237,0.08028982969656043,-0.11266975666239554,-0.0395619070533515,0.004346367433938569,0.07362554611594646,0.35366970004315024,0.4501291543709197,-0.031274281274281224,0.00971250971250992,-0.04487179487179482,0,-0.08545306298926492,-0.06868512838351071,-0.032996755745570705,-0.04270651526188857,-0.19593859812299755,0.14639831588931002,0.011494252873563315,0.01532567049808442,-0.013197105151128041,0,0.19288062582964138,0.060331335278984044,0.009200244532815427
2001-12-10,,,,,,,,,,,0.009735159854881062,0.1617038057361671,-0.017493303577473952,0.007317073170731714,0.029999999999999805,-0.0029268292682925745,-0.13860282927198228,-0.09511532229791919,-0.019149917812447792,0.017322078393345874,0.0704067702334494,0.33940673268057653,0.44688305016935187,-0.006619937694704037,0.010514018691588856,-0.010514018691588856,0,-0.08172557823493476,-0.059543435905560105,-0.016229643737727062,-0.016429356807217344,-0.0318470653837386,0.22881468011113598,-0.025370804059328678,0.00975800156128015,-0.040593286494925995,0,0.09239305389656538,-0.028071503527102193,-0.050097857494330156
2001-12-11,,,,,,,,,,,0.013184476826103691,0.17869189424323664,0.005609645834252146,0.005578462284744123,0.024981809362115026,-0.002425418384671141,-0.04921242873738701,-0.09826384136259148,-0.02142377328332179,0.008255289847862501,0.054635738663724565,0.2686304481741956,0.4309230378449762,-0.0007878668505021391,0.004136300965136952,-0.012999803033287294,0,-0.06970708417951754,-0.04302497840698427,0.0010735152583858376,-0.02019272143136945,-0.05287230165097327,0.21643287891349078,-0.0019762845849802257,0.011067193675889264,-0.04268774703557321,0,0.1043994797831942,-0.017036152306446062,-0.022951126763201768
2001-12-12,,,,,,,,,,,0.018162863067138914,0.20363008745661249,0.008004320139911173,-0.0009624639076034613,0.009143407122232716,-0.023099133782483072,0.1427969359685613,-0.10346644843459207,-0.025973605332458627,-0.0014030239354515528,0.02781562393675884,0.15398775512888704,0.403060643448185,0.009248090068355364,0.012464817048652765,-0.003216726980297513,0,-0.04957173551428595,-0.019718613796268603,0.015277547512467793,-0.025276884043447724,-0.08173056601842944,0.19979483355415503,0.005227181342983389,0.041817450743868,-0.008443908323281124,0,0.12133063502941299,-0.0019378650905761408,-0.0002782240160682514
2001-12-13,,,,,,,,,,,0.018162863067138914,0.20363008745661249,0.0,0.0,0.0,0.0,0.04585419610852254,-0.10142431645313765,-0.022986066414768858,-0.002577357289324622,0.05526533097948857,0.2375531155809051,0.4344396507300081,-0.021021611001964646,0.009823182711198308,-0.029862475442043235,0,-0.06981943317105699,-0.03672347183553448,-0.0043762046201545335,-0.01238728856556591,-0.0021946449176132887,0.24003568744650192,-0.016595908915476687,0.0007719027402546264,-0.033963720571208,0,0.07508659150709018,-0.040262747908763497,-0.02264491925202239
2001-12-14,,,,,,,,,,,-0.004547028773282165,0.0423484342843841,-0.0348903930404136,-0.005983545250560995,0.008726003490401313,-0.013462976813762184,-0.08851575377385454,-0.06776958523175725,0.01209338469716048,0.020278991239372823,0.07154329345232682,0.2841600579387796,0.45364576725595157,-0.013757023832590587,0.000775043596202396,-0.020926177097461696,0,-0.08094576216845895,-0.04413192479980821,-0.011921345931158789,-0.02765050610622225,-0.09080092652381282,0.19050848265592107,0.026390580592773105,0.03654080389768577,-0.01624035728786033,0,0.12863144786255387,0.0069264237716424315,0.021104767622423415
2001-12-17,,,,,,,,,,,0.006153983837482002,0.1038805078218364,0.017202368037690284,-0.01911764705882346,0.01078431372549038,-0.01911764705882346,-0.1229755553228642,-0.08194536352744708,-0.0037314220034998513,0.00176853062609017,0.09667394626555009,0.3520474321913031,0.48421324848738295,-0.007963594994311651,0.021046643913538166,-0.008722032612817676,0,-0.09854927961630588,-0.05743724754308688,-0.020738416303173635,-0.032037415827197574,-0.115258398673746,0.1761920250211439,0.03132728771640547,0.03297609233305843,-0.012366034624896938,0,0.1432019642536202,0.01899315704815807,0.021618094653887976
2001-12-18,,,,,,,,,,,0.013263068330581263,0.14339601340497893,0.011274300688646377,-0.002423654871546388,0.00581677169171102,-0.02666020358700938,-0.1948768734905656,-0.09030621922391846,-0.012746920576656384,-0.006229833335730461,0.06009381467810357,0.19826066378363605,0.4458010154354958,0.010522213561964255,0.011301636788776381,-0.000779423226812126,0,-0.07213451784059244,-0.02702822521980519,0.004779969931255845,-0.04351455452409823,-0.17770849069586758,0.1386596901407818,0.006011163589523472,0.018033490768570193,-0.004293688278230956,0,0.18697653376459478,0.05357849639165724,0.03841528308836284
